critic_rating,is_action,is_exclusive_to_us,is_portable,is_role_playing,is_sequel,is_sports,suitable_for_kids,unit_price,total_earnings
0.6666667,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.2474409
0.8333333,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.323543
0.16666667,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.21839152
0.33333334,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.09288553
0.16666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0370751
0.8333333,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.18187095
0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.11885917
0.16666667,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.15984178
0.33333334,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.13894013
0.8333333,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5557642
0.33333334,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.29157686
0.6666667,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.33841148
0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.71370214
0.16666667,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.44438365
0.16666667,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.316752
0.8333333,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.63583297
0.33333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.10265614
0.6666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.21019575
0.6666667,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.38759357
1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.46131495
0.8333333,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.47248664
0.33333334,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.12939872
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.028099297
0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.17623703
0.8333333,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.33080348
0.6666667,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.18616292
0.33333334,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.14753886
0.8333333,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.11942478
0.8333333,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.17272508
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.16160145
0.5,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.581383
1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.42564833
0.6666667,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.5,0.3641596
0.6666667,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.2751816
0.33333334,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.47599858
0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.12647086
0.5,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.5,0.20901278
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.15729839
0.33333334,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.21136393
0.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.11942478
0.6666667,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.6785716
0.5,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.26522985
0.6666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1509547
0.5,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.38173786
0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.29274505
0.5,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.1924105
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.07298201
0.6666667,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.40164506
0.6666667,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.20364504
0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.12529898
0.6666667,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.33489954
0.5,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.29274505
0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.22755218
0.6666667,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.14362396
0.6666667,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.5,0.2392599
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.33333334,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.1919373
0.5,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.37061423
0.6666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2066801
0.16666667,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.1509547
0.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.23537087
0.6666667,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.18772666
0.8333333,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.34836695
0.16666667,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.055629287
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.050450083
0.8333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.18443282
0.6666667,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.34661096
0.6666667,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.21270217
0.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.11825659
0.8333333,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.30914032
0.8333333,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.3012218
0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,0.13875899
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.1651134
0.16666667,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.20609601
0.8333333,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.44648343
0.6666667,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.5445001
0.5,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.34891406
0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21114212
0.16666667,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.2418107
0.33333334,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5023456
0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.25761816
0.6666667,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.40004066
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.08607235
0.5,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.28981718
0.5,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.32845974
0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.12178703
0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.09240864
0.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.119036615
0.8333333,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.48478216
0.6666667,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0441027
0.5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.5,0.3134175
0.6666667,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.20608492
0.8333333,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.21621782
0.8333333,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.42857617
0.6666667,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.38349384
1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.3334208
0.33333334,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.19731243
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.036309864
0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.43711576
0.8333333,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.25351843
0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.01795161
0.16666667,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.07202085
0.6666667,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.5,0.24169978
0.16666667,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.16042957
0.6666667,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.30796844
0.16666667,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.12881462
0.8333333,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.31323636
0.6666667,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.31440824
0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.15884365
0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.07805771
0.6666667,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.31323636
0.33333334,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.12879245
0.6666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.15388255
0.6666667,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.42330825
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.44145578
1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.42447644
0.16666667,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.17565295
0.6666667,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.29216096
1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.53337646
0.6666667,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.25682336
0.5,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.07454206
0.8333333,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.31323636
1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.6615959
0.5,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.37588215
1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.17445518
0.8333333,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.29626068
0.6666667,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.4619471
0.6666667,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24782906
0.6666667,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.30914032
0.6666667,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5034657
0.6666667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.16160145
0.16666667,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.1305706
0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.4549232
0.8333333,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.80971885
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.09719598
0.8333333,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.8202584
0.16666667,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.43852794
0.16666667,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.16569749
0.5,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.66393596
0.8333333,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.489466
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.24532264
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.08724423
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.29157686
0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,0.05728175
0.6666667,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.25703037
0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.12295891
0.8333333,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.48185432
0.16666667,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.08625349
1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.66627973
0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.28806123
0.5,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.37998188
0.8333333,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.2583686
0.8333333,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.48653814
0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.39871722
0.6666667,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.25879005
0.16666667,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.17583779
0.6666667,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.27635348
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.26581395
0.6666667,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.66218
0.6666667,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.42799208
0.6666667,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.33489954
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5,0.10021626
0.6666667,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.21660598
0.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.23127115
0.5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.24782906
0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.29157686
0.6666667,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5,0.3417164
0.6666667,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.2751816
0.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.17827767
0.5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.18226281
0.6666667,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.20364504
0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.2226724
0.6666667,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.14206392
0.8333333,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.5,0.54077005
0.8333333,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.42623243
0.16666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.07728508
0.6666667,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.42916027
0.8333333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.27108186
0.33333334,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.25000647
0.16666667,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.096009314
0.6666667,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.5,0.4939354
0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.29536608
0.8333333,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.43984768
0.8333333,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5,0.5802887
0.33333334,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.23127115
0.6666667,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.27342564
0.6666667,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.27635348
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.16862535
0.33333334,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.45257944
0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.17623703
0.6666667,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.545672
0.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.23653907
0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.12471489
0.6666667,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.42916027
0.6666667,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.19486515
0.6666667,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.25682336
0.5,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.30094454
0.6666667,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.33607143
0.6666667,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.19087262
0.6666667,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.34075525
0.6666667,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.18226281
1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32237482
0.5,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.581383
0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.29040498
0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.15534648
0.8333333,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.16743128
0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.24239478
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.17096911
0.6666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.21019575
0.6666667,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.23712686
0.33333334,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.19438827
0.6666667,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.35480675
0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.72775364
0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.5,0.0480139
0.6666667,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.18304282
0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.4417996
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.043622114
0.5,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.29977265
0.8333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.18502061
0.8333333,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.80093896
0.8333333,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.35480675
0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.19497237
0.33333334,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.2546903
0.6666667,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.43326002
0.33333334,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.18900944
0.5,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.25293434
0.5,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.5,0.2660949
0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.47482672
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.33255947
0.8333333,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.38232195
0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.29274505
0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.17290993
0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.23127115
0.6666667,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.11162086
0.8333333,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.5,0.27097467
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.12265947
0.6666667,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7336094
0.5,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.27400973
0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.18209276
0.6666667,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.49356204
0.6666667,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.27108186
0.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.23244302
0.5,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5714312
0.16666667,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.54976803
0.5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.34017116
0.16666667,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.5,0.3212251
1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.74824494
0.6666667,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.2201475
0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,0.14217483
0.6666667,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.5,0.4383172
0.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.23712686
0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.5,0.57931274
0.8333333,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.54215634
0.6666667,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.42096448
1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.23487182
0.8333333,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.21231401
0.33333334,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.22541542
0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.087044604
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.17038132
0.33333334,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0480139
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.15415981
0.5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.42564833
0.6666667,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.4137003
0.8333333,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
