Internal ID,po_id,item_id,qty_ordered,order_date,expected_date,status,supplier_id
21491,15577L,394,6200,08/09/2016: 00:00:00,10/28/2016: 00:00:00,Fully Billed,1442
21491,15577L,2179,62,08/09/2016: 00:00:00,10/28/2016: 00:00:00,Fully Billed,1442
21492,15578A,394,1550,08/09/2016: 00:00:00,10/28/2016: 00:00:00,Fully Billed,1442
21436,15580,309,1800,08/16/2016: 00:00:00,10/28/2016: 00:00:00,Closed,1357
37169,15583,339,368,08/18/2016: 00:00:00,11/14/2016: 00:00:00,Fully Billed,1442
21493,15584MA,366,500,08/18/2016: 00:00:00,10/28/2016: 00:00:00,Fully Billed,1182
21493,15584MA,381,100,08/18/2016: 00:00:00,10/28/2016: 00:00:00,Fully Billed,1182
21493,15584MA,372,250,08/18/2016: 00:00:00,10/28/2016: 00:00:00,Fully Billed,1182
21494,15584MB,366,500,08/18/2016: 00:00:00,10/28/2016: 00:00:00,Fully Billed,1182
21494,15584MB,372,420,08/18/2016: 00:00:00,10/28/2016: 00:00:00,Fully Billed,1182
21495,15584MC,366,500,08/18/2016: 00:00:00,10/28/2016: 00:00:00,Fully Billed,1182
21495,15584MC,372,420,08/18/2016: 00:00:00,10/28/2016: 00:00:00,Fully Billed,1182
21496,15584MD,366,500,08/18/2016: 00:00:00,10/28/2016: 00:00:00,Fully Billed,1182
21496,15584MD,372,420,08/18/2016: 00:00:00,10/28/2016: 00:00:00,Fully Billed,1182
21497,15585MA,366,500,08/18/2016: 00:00:00,10/28/2016: 00:00:00,Fully Billed,1182
21497,15585MA,372,420,08/18/2016: 00:00:00,10/28/2016: 00:00:00,Fully Billed,1182
21498,15586MC,366,500,08/18/2016: 00:00:00,10/28/2016: 00:00:00,Fully Billed,1182
21498,15586MC,372,420,08/18/2016: 00:00:00,10/28/2016: 00:00:00,Fully Billed,1182
21499,15586MD,366,500,08/18/2016: 00:00:00,10/28/2016: 00:00:00,Fully Billed,1182
21499,15586MD,372,420,08/18/2016: 00:00:00,10/28/2016: 00:00:00,Fully Billed,1182
21500,15587MA,366,500,08/18/2016: 00:00:00,10/28/2016: 00:00:00,Fully Billed,1182
21500,15587MA,381,100,08/18/2016: 00:00:00,10/28/2016: 00:00:00,Fully Billed,1182
21500,15587MA,372,250,08/18/2016: 00:00:00,10/28/2016: 00:00:00,Fully Billed,1182
21501,15587MB,366,500,08/18/2016: 00:00:00,10/28/2016: 00:00:00,Fully Billed,1182
21501,15587MB,372,420,08/18/2016: 00:00:00,10/28/2016: 00:00:00,Fully Billed,1182
21502,15588MD,366,500,08/18/2016: 00:00:00,10/28/2016: 00:00:00,Fully Billed,1182
21502,15588MD,372,420,08/18/2016: 00:00:00,10/28/2016: 00:00:00,Fully Billed,1182
21503,15589MA,366,500,08/18/2016: 00:00:00,10/28/2016: 00:00:00,Fully Billed,1182
21503,15589MA,372,420,08/18/2016: 00:00:00,10/28/2016: 00:00:00,Fully Billed,1182
21504,15590MA,366,500,08/18/2016: 00:00:00,10/28/2016: 00:00:00,Fully Billed,1182
21504,15590MA,381,100,08/18/2016: 00:00:00,10/28/2016: 00:00:00,Fully Billed,1182
21504,15590MA,372,250,08/18/2016: 00:00:00,10/28/2016: 00:00:00,Fully Billed,1182
21437,15591,313,400,08/19/2016: 00:00:00,10/28/2016: 00:00:00,Fully Billed,1357
21437,15591,494,500,08/19/2016: 00:00:00,10/28/2016: 00:00:00,Fully Billed,1357
21505,15596M,341,1680,08/31/2016: 00:00:00,10/28/2016: 00:00:00,Fully Billed,1424
21505,15596M,292,1920,08/31/2016: 00:00:00,10/28/2016: 00:00:00,Fully Billed,1424
21506,15597M,341,1984,08/31/2016: 00:00:00,10/28/2016: 00:00:00,Fully Billed,1424
21506,15597M,292,1716,08/31/2016: 00:00:00,10/28/2016: 00:00:00,Fully Billed,1424
21507,15598M,341,2160,08/31/2016: 00:00:00,10/28/2016: 00:00:00,Fully Billed,1424
21507,15598M,292,1600,08/31/2016: 00:00:00,10/28/2016: 00:00:00,Fully Billed,1424
21508,15599M,341,1984,08/31/2016: 00:00:00,10/28/2016: 00:00:00,Fully Billed,1424
21508,15599M,292,1716,08/31/2016: 00:00:00,10/28/2016: 00:00:00,Fully Billed,1424
21509,15600M,341,2160,08/31/2016: 00:00:00,10/28/2016: 00:00:00,Closed,1424
21509,15600M,292,1600,08/31/2016: 00:00:00,10/28/2016: 00:00:00,Closed,1424
21510,15601M,341,1872,08/31/2016: 00:00:00,10/28/2016: 00:00:00,Fully Billed,1424
21510,15601M,292,1836,08/31/2016: 00:00:00,10/28/2016: 00:00:00,Fully Billed,1424
21511,15602M,341,2068,08/31/2016: 00:00:00,10/28/2016: 00:00:00,Fully Billed,1424
21511,15602M,292,1628,08/31/2016: 00:00:00,10/28/2016: 00:00:00,Fully Billed,1424
21512,15603M,341,1780,08/31/2016: 00:00:00,10/28/2016: 00:00:00,Fully Billed,1424
21512,15603M,292,1828,08/31/2016: 00:00:00,10/28/2016: 00:00:00,Fully Billed,1424
21438,15604,307,5984,09/01/2016: 00:00:00,03/27/2017: 00:00:00,Fully Billed,1357
21439,15605,307,5984,09/01/2016: 00:00:00,10/28/2016: 00:00:00,Fully Billed,1357
21441,15607,319,400,09/01/2016: 00:00:00,10/28/2016: 00:00:00,Fully Billed,1362
21513,15609MA,375,880,09/06/2016: 00:00:00,10/28/2016: 00:00:00,Fully Billed,1182
21514,15610MA,375,880,09/06/2016: 00:00:00,03/07/2017: 00:00:00,Fully Billed,1182
44028,15611,1128,775,09/08/2016: 00:00:00,01/02/2017: 00:00:00,Fully Billed,1442
44030,15612,1122,470,09/08/2016: 00:00:00,01/02/2017: 00:00:00,Fully Billed,1335
44249,15614,1121,0,09/08/2016: 00:00:00,04/06/2017: 00:00:00,Fully Billed,1357
44246,15613R1,1124,700,09/08/2016: 00:00:00,02/18/2017: 00:00:00,Fully Billed,1357
44246,15613R1,1121,0,09/08/2016: 00:00:00,02/18/2017: 00:00:00,Fully Billed,1357
44246,15613R1,1123,400,09/08/2016: 00:00:00,02/18/2017: 00:00:00,Fully Billed,1357
43241,15615,375,887,09/14/2016: 00:00:00,12/06/2016: 00:00:00,Fully Billed,1182
36458,15616,380,420,09/14/2016: 00:00:00,01/15/2017: 00:00:00,Fully Billed,1357
418418,15617,380,420,09/14/2016: 00:00:00,03/01/2017: 00:00:00,Fully Billed,1357
39824,15618,283,300,09/14/2016: 00:00:00,01/02/2017: 00:00:00,Fully Billed,1357
39825,15619,85,300,09/16/2016: 00:00:00,12/15/2016: 00:00:00,Fully Billed,1357
21442,15620,319,504,09/16/2016: 00:00:00,10/28/2016: 00:00:00,Fully Billed,1362
21443,15622,330,1700,09/20/2016: 00:00:00,10/28/2016: 00:00:00,Fully Billed,1116
21444,15623,330,1700,09/20/2016: 00:00:00,10/28/2016: 00:00:00,Fully Billed,1116
21445,15624,330,1700,09/20/2016: 00:00:00,10/28/2016: 00:00:00,Fully Billed,1116
21446,15625,330,1700,09/20/2016: 00:00:00,10/28/2016: 00:00:00,Fully Billed,1116
21447,15626,330,1700,09/20/2016: 00:00:00,02/28/2016: 00:00:00,Fully Billed,1116
21448,15627,330,1700,09/20/2016: 00:00:00,02/28/2016: 00:00:00,Fully Billed,1116
21449,15628,330,1700,09/20/2016: 00:00:00,10/28/2016: 00:00:00,Fully Billed,1116
21450,15629,330,1700,09/20/2016: 00:00:00,10/28/2016: 00:00:00,Fully Billed,1116
21451,15630,330,1700,09/20/2016: 00:00:00,10/28/2016: 00:00:00,Fully Billed,1116
21452,15631,330,1700,09/20/2016: 00:00:00,10/28/2016: 00:00:00,Fully Billed,1116
21453,15632,330,1700,09/20/2016: 00:00:00,10/28/2016: 00:00:00,Fully Billed,1116
21454,15633,330,1700,09/20/2016: 00:00:00,10/28/2016: 00:00:00,Fully Billed,1116
21455,15634,330,1700,09/20/2016: 00:00:00,10/28/2016: 00:00:00,Fully Billed,1116
21456,15635,330,1700,09/20/2016: 00:00:00,10/28/2016: 00:00:00,Fully Billed,1116
21457,15636,330,1700,09/20/2016: 00:00:00,10/28/2016: 00:00:00,Fully Billed,1116
21458,15637,330,1700,09/20/2016: 00:00:00,10/28/2016: 00:00:00,Fully Billed,1116
21459,15638,330,1700,09/20/2016: 00:00:00,10/28/2016: 00:00:00,Fully Billed,1116
21460,15639,330,1700,09/20/2016: 00:00:00,10/28/2016: 00:00:00,Fully Billed,1116
34829,15640,366,2324,09/20/2016: 00:00:00,11/02/2016: 00:00:00,Fully Billed,1182
21461,15642,319,504,09/21/2016: 00:00:00,10/28/2016: 00:00:00,Fully Billed,1362
21462,15643,494,500,09/21/2016: 00:00:00,10/28/2016: 00:00:00,Fully Billed,1357
21462,15643,313,500,09/21/2016: 00:00:00,10/28/2016: 00:00:00,Fully Billed,1357
40952,15644,357,1692,09/21/2016: 00:00:00,11/19/2016: 00:00:00,Fully Billed,1182
40952,15644,361,888,09/21/2016: 00:00:00,11/19/2016: 00:00:00,Fully Billed,1182
40952,15644,183,897,09/21/2016: 00:00:00,11/19/2016: 00:00:00,Fully Billed,1182
40957,15645,84,2040,09/21/2016: 00:00:00,11/19/2016: 00:00:00,Fully Billed,1442
37178,15646,298,393,09/21/2016: 00:00:00,11/19/2016: 00:00:00,Closed,1357
37178,15646,302,1220,09/21/2016: 00:00:00,11/19/2016: 00:00:00,Closed,1357
34831,15647,366,4648,09/26/2016: 00:00:00,11/02/2016: 00:00:00,Fully Billed,1182
34934,15648,366,4648,09/26/2016: 00:00:00,11/02/2016: 00:00:00,Fully Billed,1182
34937,15649,366,5810,09/26/2016: 00:00:00,11/02/2016: 00:00:00,Fully Billed,1182
36321,15650,2012,500,09/27/2016: 00:00:00,11/03/2016: 00:00:00,Fully Billed,2563
36321,15650,2014,500,09/27/2016: 00:00:00,11/03/2016: 00:00:00,Fully Billed,2563
36321,15650,2016,500,09/27/2016: 00:00:00,11/03/2016: 00:00:00,Fully Billed,2563
36321,15650,2018,500,09/27/2016: 00:00:00,11/03/2016: 00:00:00,Fully Billed,2563
36321,15650,2011,1000,09/27/2016: 00:00:00,11/03/2016: 00:00:00,Fully Billed,2563
36321,15650,2013,1000,09/27/2016: 00:00:00,11/03/2016: 00:00:00,Fully Billed,2563
36321,15650,2015,1000,09/27/2016: 00:00:00,11/03/2016: 00:00:00,Fully Billed,2563
36321,15650,2017,1000,09/27/2016: 00:00:00,11/03/2016: 00:00:00,Fully Billed,2563
40534,15651,302,3134,09/29/2016: 00:00:00,01/02/2017: 00:00:00,Fully Billed,1357
40538,15652,357,3240,09/29/2016: 00:00:00,01/02/2017: 00:00:00,Fully Billed,1182
40538,15652,504,300,09/29/2016: 00:00:00,01/02/2017: 00:00:00,Fully Billed,1182
40538,15652,361,2532,09/29/2016: 00:00:00,01/02/2017: 00:00:00,Fully Billed,1182
40538,15652,350,1504,09/29/2016: 00:00:00,01/02/2017: 00:00:00,Fully Billed,1182
40538,15652,183,1761,09/29/2016: 00:00:00,01/02/2017: 00:00:00,Fully Billed,1182
43910,15653,386,775,09/30/2016: 00:00:00,12/20/2016: 00:00:00,Fully Billed,1182
37624,15656,84,4080,10/03/2016: 00:00:00,11/03/2016: 00:00:00,Fully Billed,1442
218934,15657,2282,300,10/05/2016: 00:00:00,01/20/2017: 00:00:00,Fully Billed,2563
218934,15657,2283,200,10/05/2016: 00:00:00,01/20/2017: 00:00:00,Fully Billed,2563
218934,15657,2286,100,10/05/2016: 00:00:00,01/20/2017: 00:00:00,Fully Billed,2563
218934,15657,2235,50,10/05/2016: 00:00:00,01/20/2017: 00:00:00,Fully Billed,2563
218934,15657,2285,100,10/05/2016: 00:00:00,01/20/2017: 00:00:00,Fully Billed,2563
21463,15658,339,459,10/05/2016: 00:00:00,10/28/2016: 00:00:00,Fully Billed,1442
21463,15658,393,459,10/05/2016: 00:00:00,10/28/2016: 00:00:00,Fully Billed,1442
21515,15659L,366,690,10/06/2016: 00:00:00,10/28/2016: 00:00:00,Closed,1182
21515,15659L,1891,7,10/06/2016: 00:00:00,10/28/2016: 00:00:00,Closed,1182
21515,15659L,368,300,10/06/2016: 00:00:00,10/28/2016: 00:00:00,Closed,1182
21515,15659L,1893,3,10/06/2016: 00:00:00,10/28/2016: 00:00:00,Closed,1182
21515,15659L,364,1359,10/06/2016: 00:00:00,10/28/2016: 00:00:00,Closed,1182
21515,15659L,1887,14,10/06/2016: 00:00:00,10/28/2016: 00:00:00,Closed,1182
21516,15660L,375,3548,10/10/2016: 00:00:00,10/28/2016: 00:00:00,Fully Billed,1182
21464,15661,1105,200,10/11/2016: 00:00:00,10/28/2016: 00:00:00,Fully Billed,1631
43466,15662,369,550,10/11/2016: 00:00:00,12/14/2016: 00:00:00,Fully Billed,1182
43466,15662,2010,750,10/11/2016: 00:00:00,12/14/2016: 00:00:00,Fully Billed,1182
43466,15662,363,500,10/11/2016: 00:00:00,12/14/2016: 00:00:00,Fully Billed,1182
44017,15663,2071,775,10/11/2016: 00:00:00,11/08/2016: 00:00:00,Fully Billed,1101
44017,15663,2074,525,10/11/2016: 00:00:00,11/08/2016: 00:00:00,Fully Billed,1101
44017,15663,2076,575,10/11/2016: 00:00:00,11/08/2016: 00:00:00,Fully Billed,1101
34938,15664,366,1162,10/11/2016: 00:00:00,11/02/2016: 00:00:00,Fully Billed,1182
34939,15665,366,2324,10/11/2016: 00:00:00,11/02/2016: 00:00:00,Fully Billed,1182
34940,15666,366,4648,10/11/2016: 00:00:00,11/02/2016: 00:00:00,Fully Billed,1182
34941,15667,366,2324,10/11/2016: 00:00:00,11/02/2016: 00:00:00,Fully Billed,1182
34942,15668,366,1162,10/11/2016: 00:00:00,11/02/2016: 00:00:00,Fully Billed,1182
34944,15669,366,2324,10/11/2016: 00:00:00,11/02/2016: 00:00:00,Fully Billed,1182
34947,15670,366,1162,10/11/2016: 00:00:00,11/02/2016: 00:00:00,Fully Billed,1182
34948,15671,366,2324,10/11/2016: 00:00:00,11/02/2016: 00:00:00,Fully Billed,1182
28242,15673,1986,20,10/14/2016: 00:00:00,10/31/2016: 00:00:00,Fully Billed,1424
37420,15674,84,672,10/14/2016: 00:00:00,01/02/2017: 00:00:00,Fully Billed,1442
37521,15675,357,870,10/14/2016: 00:00:00,01/02/2017: 00:00:00,Fully Billed,1182
37521,15675,504,1275,10/14/2016: 00:00:00,01/02/2017: 00:00:00,Fully Billed,1182
37521,15675,183,886,10/14/2016: 00:00:00,01/02/2017: 00:00:00,Fully Billed,1182
37521,15675,349,2167,10/14/2016: 00:00:00,01/02/2017: 00:00:00,Fully Billed,1182
21466,15678,618,100,10/14/2016: 00:00:00,10/28/2016: 00:00:00,Fully Billed,1442
21467,15679,498,1200,10/14/2016: 00:00:00,10/28/2016: 00:00:00,Fully Billed,1357
21467,15679,497,1200,10/14/2016: 00:00:00,10/28/2016: 00:00:00,Fully Billed,1357
28662,15680,1987,1,10/17/2016: 00:00:00,11/01/2016: 00:00:00,Fully Billed,1117
28663,15681,1988,1,10/17/2016: 00:00:00,11/01/2016: 00:00:00,Fully Billed,2563
51794,15682,390,300,10/19/2016: 00:00:00,01/18/2017: 00:00:00,Fully Billed,1357
51794,15682,283,1000,10/19/2016: 00:00:00,01/18/2017: 00:00:00,Fully Billed,1357
51794,15682,307,900,10/19/2016: 00:00:00,01/18/2017: 00:00:00,Fully Billed,1357
51792,15683,389,300,10/19/2016: 00:00:00,01/16/2017: 00:00:00,Fully Billed,1335
51792,15683,388,600,10/19/2016: 00:00:00,01/16/2017: 00:00:00,Fully Billed,1335
51793,15684,292,500,10/19/2016: 00:00:00,01/16/2017: 00:00:00,Closed,1424
21471,15685,341,2000,10/20/2016: 00:00:00,10/28/2016: 00:00:00,Fully Billed,1424
21472,15686,1161,400,10/20/2016: 00:00:00,10/28/2016: 00:00:00,Fully Billed,1357
21472,15686,613,500,10/20/2016: 00:00:00,10/28/2016: 00:00:00,Fully Billed,1357
21472,15686,617,50,10/20/2016: 00:00:00,10/28/2016: 00:00:00,Fully Billed,1357
21472,15686,1323,100,10/20/2016: 00:00:00,10/28/2016: 00:00:00,Fully Billed,1357
21472,15686,623,400,10/20/2016: 00:00:00,10/28/2016: 00:00:00,Fully Billed,1357
21472,15686,658,1200,10/20/2016: 00:00:00,10/28/2016: 00:00:00,Fully Billed,1357
21472,15686,687,10000,10/20/2016: 00:00:00,10/28/2016: 00:00:00,Fully Billed,1357
21472,15686,88,10000,10/20/2016: 00:00:00,10/28/2016: 00:00:00,Fully Billed,1357
21472,15686,693,2000,10/20/2016: 00:00:00,10/28/2016: 00:00:00,Fully Billed,1357
21472,15686,695,100,10/20/2016: 00:00:00,10/28/2016: 00:00:00,Fully Billed,1357
21472,15686,1835,1000,10/20/2016: 00:00:00,10/28/2016: 00:00:00,Fully Billed,1357
21472,15686,1160,200,10/20/2016: 00:00:00,10/28/2016: 00:00:00,Fully Billed,1357
21472,15686,2044,150,10/20/2016: 00:00:00,10/28/2016: 00:00:00,Fully Billed,1357
21472,15686,1838,100,10/20/2016: 00:00:00,10/28/2016: 00:00:00,Fully Billed,1357
21472,15686,2338,40,10/20/2016: 00:00:00,10/28/2016: 00:00:00,Fully Billed,1357
21472,15686,2100,60,10/20/2016: 00:00:00,10/28/2016: 00:00:00,Fully Billed,1357
21472,15686,2083,100,10/20/2016: 00:00:00,10/28/2016: 00:00:00,Fully Billed,1357
21473,15687,689,10000,10/20/2016: 00:00:00,10/28/2016: 00:00:00,Fully Billed,1424
21474,15688,319,16416,10/25/2016: 00:00:00,10/28/2016: 00:00:00,Fully Billed,1362
64312,15689,341,4450,10/28/2016: 00:00:00,11/14/2016: 00:00:00,Closed,1424
72740,15690,1994,400,10/28/2016: 00:00:00,12/05/2016: 00:00:00,Fully Billed,1357
64877,15691,302,1140,10/28/2016: 00:00:00,01/06/2016: 00:00:00,Fully Billed,1357
30016,PO689,380,420,11/01/2016: 00:00:00,01/10/2017: 00:00:00,Fully Billed,1357
37176,PO6667,2025,516,11/03/2016: 00:00:00,03/05/2017: 00:00:00,Fully Billed,2597
64191,PO6670,84,1000,11/14/2016: 00:00:00,01/16/2017: 00:00:00,Fully Billed,1442
64193,PO6671,84,300,11/14/2016: 00:00:00,01/16/2017: 00:00:00,Fully Billed,1442
643295,PO6675,655,10,11/14/2016: 00:00:00,02/10/2017: 00:00:00,Closed,1424
517292,PO6676,2274,1600,11/14/2016: 00:00:00,03/24/2017: 00:00:00,Fully Billed,1357
517292,PO6676,2275,1200,11/14/2016: 00:00:00,03/24/2017: 00:00:00,Fully Billed,1357
517292,PO6676,694,650,11/14/2016: 00:00:00,03/24/2017: 00:00:00,Fully Billed,1357
517292,PO6676,323,500,11/14/2016: 00:00:00,03/24/2017: 00:00:00,Fully Billed,1357
517292,PO6676,311,300,11/14/2016: 00:00:00,03/24/2017: 00:00:00,Fully Billed,1357
517292,PO6676,315,400,11/14/2016: 00:00:00,03/24/2017: 00:00:00,Fully Billed,1357
517292,PO6676,496,250,11/14/2016: 00:00:00,03/24/2017: 00:00:00,Fully Billed,1357
517292,PO6676,318,250,11/14/2016: 00:00:00,03/24/2017: 00:00:00,Fully Billed,1357
417399,PO6672-1,2274,1600,11/14/2016: 00:00:00,02/10/2017: 00:00:00,Fully Billed,1357
417399,PO6672-1,2275,1300,11/14/2016: 00:00:00,02/10/2017: 00:00:00,Fully Billed,1357
417399,PO6672-1,2276,250,11/14/2016: 00:00:00,02/10/2017: 00:00:00,Fully Billed,1357
417401,PO6672-2,694,1000,11/14/2016: 00:00:00,03/14/2017: 00:00:00,Fully Billed,1357
417401,PO6672-2,323,600,11/14/2016: 00:00:00,03/14/2017: 00:00:00,Fully Billed,1357
417401,PO6672-2,311,500,11/14/2016: 00:00:00,03/14/2017: 00:00:00,Fully Billed,1357
417401,PO6672-2,315,400,11/14/2016: 00:00:00,03/14/2017: 00:00:00,Fully Billed,1357
417401,PO6672-2,496,250,11/14/2016: 00:00:00,03/14/2017: 00:00:00,Fully Billed,1357
417401,PO6672-2,318,250,11/14/2016: 00:00:00,03/14/2017: 00:00:00,Fully Billed,1357
67224,PO6677,2101,414,11/15/2016: 00:00:00,01/16/2017: 00:00:00,Fully Billed,1116
67224,PO6677,2102,517,11/15/2016: 00:00:00,01/16/2017: 00:00:00,Fully Billed,1116
67224,PO6677,2103,310,11/15/2016: 00:00:00,01/16/2017: 00:00:00,Fully Billed,1116
67224,PO6677,2104,621,11/15/2016: 00:00:00,01/16/2017: 00:00:00,Fully Billed,1116
67224,PO6677,2105,207,11/15/2016: 00:00:00,01/16/2017: 00:00:00,Fully Billed,1116
67226,PO6678,2101,3,11/15/2016: 00:00:00,01/16/2017: 00:00:00,Fully Billed,1116
67226,PO6678,2102,3,11/15/2016: 00:00:00,01/16/2017: 00:00:00,Fully Billed,1116
67226,PO6678,2103,3,11/15/2016: 00:00:00,01/16/2017: 00:00:00,Fully Billed,1116
67226,PO6678,2104,3,11/15/2016: 00:00:00,01/16/2017: 00:00:00,Fully Billed,1116
